image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-207-623,,,Phil Cox,,Little Mountain Municipal Cemetery - sign,: Little Mountain Cemetery,1991-9-5,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-626,,,Phil Cox,: These buildings are clustered around Kingsway Avenue and 106 to 109th Streets.,NAIT and AMA buildings,: Northern Alberta Institute of Technology (NAIT) Alberta Motorists Association (AMA),1991-10-4,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-627,,,Phil Cox,: This hospital is located on 111th Avenue at 103 Street,Glenrose Rehabilitation Hospital - construction sign,: Glenrose Rehabilitation Hospital,1991-3-17,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-629,,,Phil Cox,,Statue in Coronation Park,: Coronation Park,1991-5-26,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-630,,,Phil Cox,,Color Your World - paint store,: Color Your World,1991-5-12,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-634,,,Phil Cox,,Westmount neighbourhood sign,: Westmount,1991-5-26,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-635,,,Phil Cox,,Plaque - John G. Niddrie Park,: John G. Niddrie,1991-5-26,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0Mjg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-636,,,Phil Cox,,Plaque - McLeod Building,": McLeod, Kenneth; McLeod Building",1991-5-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0Mjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-638,,,Phil Cox,,Commerce Place,: Commerce Place,1991-4-14,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0MzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-64,,,Phil Cox,: House located at 84th Avenue and 104th Street,Residence - two story with verandah,,1987-05-05,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDU4NjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjI3OTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-646,,,Phil Cox,,Greek Helenic Centre,: Greek Helenic Centre,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NDg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzNzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-648,,,Phil Cox,,Bust of Abraham Cristall,: Abraham Cristall,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-649,,,Phil Cox,,Bust of Nellie McClung,: Nellie McClung,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-650,,,Phil Cox,,Bust of Abraham Cristall - detail,": Cristall, Abraham",1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-651,,,Phil Cox,,The Convergence,,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-652,,,Phil Cox,,The Convergence - close-up,: Oliver neighbourhood,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-654,,,Phil Cox,: This sculpture is located at the eastern-most end of the Heritage Trail along 100 Avenue between 117 and 120 Streets.,The Convergence - detail of the water feature,: Oliver neighbourhood,1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-655,,,Phil Cox,: This bust is located on the Heritage Trail along 100 Avenue between 117 and 120 Streets.,Bust of Nellie McClung - detail close up,": McClung, Nellie",1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-656,,,Phil Cox,: This bust is located on the Heritage Trail along 100 Avenue between 117 and 120 Streets.,Plaque below the bust of Nellie McClung,": McClung, Nellie",1991-7-7,
EA-207-657,,,Phil Cox,: This bust is located on the Heritage Trail along 100 Avenue between 117 and 120 Streets.,Plaque below the bust of Abraham Cristall,": Cristall, Abraham",1991-7-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzODg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-66,,,Phil Cox,,Barnett House,: Barnett House,1985-06-02,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDU4NjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjI3OTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-664,,,Phil Cox,,Capilano Shopping Centre - under construction,: Capilano Shopping Mall,1991-6-30,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzOTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-666,,,Phil Cox,,Apartment building,,1991-6-30,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0Njg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjMzOTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-671,,,Phil Cox,: Canada Place entrance way off Jasper Avenue about 98 Street.,Canada Place entrance,: Canada Place,1991-10-13,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MDA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-674,,,Phil Cox,,W.W. Arcade,": W.W. Sales Building, W.W. Arcade",1990-10-13,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0NzY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MDM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-677,Hospitals,,Phil Cox,,Demolition of old Glenrose Hospital,: Glenrose Rehabilitation Hospital,1990-9-12,
EA-207-678,Hospitals,,Phil Cox,,Demolition of old Glenrose Hospital - detail,: Glenrose Rehabilitation Hospital,1990-12-9,
EA-207-679,,,Phil Cox,,Demolition of old Glenrose Hospital - detail,: Glenrose Rehabilitation Hospital,1990-12-4,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0ODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-68,,,Phil Cox,,Howard and McBride Funeral Home,: Howard and McBride,1985-07-09,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDU4NjU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjI4MDA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-680,,,Phil Cox,,Demolition of old Glenrose Hospital - detail,: Glenrose Rehabilitation Hospital,1990-12-4,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0ODQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-681,,,Phil Cox,,Demolition of old Glenrose Hospital - detail,: Glenrose Rehabilitation Hospital,1990-12-9,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0ODU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-682,,,Phil Cox,,Demolition of old Glenrose Hospital - detail,: Glenrose Rehabilitation Hospital,1990-12-4,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY0ODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0MTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-697,,,Phil Cox,: The number plate is set into a fieldstone retaining wall in front of the house.,Street number plate for 6010 Jasper Avenue,: Highlands,,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MDU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0Mjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-70,,,Phil Cox,,Connaught Armoury,": Connaught Armory, Club Malibu",1987-09-01,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDU4Njc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjI4MDI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-709,,,Phil Cox,,Renford Inn on Whyte,: Renford Inn,1995-5-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-710,,,Phil Cox,,Shopping centre on Whyte Avenue,": Super Optical, Technicuts, Strathcona Photo, Orlando Books, Baskin Robins Ice Cream Salon",1995-5-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-711,,,Phil Cox,,Chapel behind St. Joseph's Auxiliary Hospital,: St. Joseph's Auxiliary Hospital Chapel,1995-5-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MjA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-712,,,Phil Cox,,St. Joseph's Auxiliary Hospital,: St. Joseph's Auxiliary Hospital,1995-5-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-713,,,Phil Cox,: These buildings are located in on 112 Avenue between 65 and 66 Streets.,Shopping Centre on 112th Avenue - Highlands,": Wool Revival, Rumours - the Hair Place, Just Buy Chance",1995-8-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-714,,,Phil Cox,: This shop (6515 112 Avenue) is part of a collection of building...ction of buildings located in on 112 Avenue between 65 and 66 Streets.,Rumours - the Hair Place,: Rumours - the Hair Place,1995-8-22,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-717,,,Phil Cox,: This school was located on 112th Avenue about 81 Street.,Cromdale School,: Cromdale School,1996-9-3,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-718,,,Phil Cox,: This school was located on 112th Avenue about 81 Street.,Cromdale School,: Cromdale School,1996-9-3,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1MzI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-72,,,Phil Cox,,CN Tower,: CN Tower,1987-09-19,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDU4Njk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjI4MDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-728,,,Phil Cox,: This building is located north of 112th Avenue between 79th and 80th Streets near Cromdale School.,Construction of apartment building in winter,,1995-12-21,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1Mzc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-729,,,Phil Cox,: This building is located north of 112th Avenue between 79th and 80th Streets near Cromdale School.,Construction of apartment building in winter,,1995-12-21,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1Mzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-730,,,Phil Cox,: This building is located north of 112th Avenue between 79th and 80th Streets near Cromdale School.,Construction of apartment building in winter,,1995-12-21,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1Mzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-731,,,Phil Cox,: This building is located north of 112th Avenue between 79th and 80th Streets near Cromdale School.,Construction of apartment building in winter,,1995-12-21,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-732,,,Phil Cox,,Kingsway Garden Mall,: Kingsway Garden Mall,1996-2-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-733,,,Phil Cox,,Kingsway Garden Mall,: Kingsway Garden Mall,1996-2-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NDI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-734,,,Phil Cox,,R.C.M.P. K Division headquarters,: Royal Canadian Mounted Police,1996-2-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-735,,,Phil Cox,,R.C.M.P. K-division headquarters,: Royal Canadian Mounted Police,1996-2-7,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NDQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0NjY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-752,,,Phil Cox,: This intersection is planned for development of a shopping centre.,,: 112th Avenue 82 Street,1996-9-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NjE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0ODM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-753,,,Phil Cox,: This new pet food store was recently built.,,: 112th Avenue 82 Street Pet Food Mart,1996-9-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0ODQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-754,,,Phil Cox,: This residential complex was completed in 1996.,,: 112th Avenue 82 Street,1996-9-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0ODU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-755,,,Phil Cox,: This intersection is slated for development as a shopping centre.,,: 112th Avenue 82 Street,1996-9-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NjQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0ODY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-756,,,Phil Cox,: View of the street scape with the new Pet Food Mart on the right,Looking east along 112 Avenue from 82 Street,: 112th Avenue 82 Street Pet Food Mart,1996-9-10,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NjU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0ODc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-207-762,,,Phil Cox,,Mural for Grower Direct,: Grower Direct,1987-1-1,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDY1NzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjM0OTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
